match_id,team,opposition,xt_conceded,zone_number
3754058,AFC Bournemouth,Leicester City,7.659000000000001,83
3754058,AFC Bournemouth,Leicester City,7.659000000000001,78
3754058,AFC Bournemouth,Leicester City,7.659000000000001,7
3754058,AFC Bournemouth,Leicester City,7.659000000000001,86
3754058,Leicester City,AFC Bournemouth,3.575999999999989,98
3754058,AFC Bournemouth,Leicester City,7.659000000000001,92
3754058,Leicester City,AFC Bournemouth,3.575999999999989,104
3754058,Leicester City,AFC Bournemouth,3.575999999999989,95
3754058,AFC Bournemouth,Leicester City,7.659000000000001,89
3754058,Leicester City,AFC Bournemouth,3.575999999999989,150
3754058,AFC Bournemouth,Leicester City,7.659000000000001,127
3754058,Leicester City,AFC Bournemouth,3.575999999999989,128
3754058,AFC Bournemouth,Leicester City,7.659000000000001,111
3754058,Leicester City,AFC Bournemouth,3.575999999999989,19
3754058,Leicester City,AFC Bournemouth,3.575999999999989,111
3754058,AFC Bournemouth,Leicester City,7.659000000000001,94
3754058,Leicester City,AFC Bournemouth,3.575999999999989,114
3754058,Leicester City,AFC Bournemouth,3.575999999999989,129
3754058,Leicester City,AFC Bournemouth,3.575999999999989,65
3754058,AFC Bournemouth,Leicester City,7.659000000000001,69
3754058,AFC Bournemouth,Leicester City,7.659000000000001,52
3754058,AFC Bournemouth,Leicester City,7.659000000000001,43
3754058,Leicester City,AFC Bournemouth,3.575999999999989,81
3754245,Sunderland,West Bromwich Albion,4.203999999999999,87
3754245,West Bromwich Albion,Sunderland,4.340999999999995,98
3754245,West Bromwich Albion,Sunderland,4.340999999999995,102
3754245,Sunderland,West Bromwich Albion,4.203999999999999,19
3754245,West Bromwich Albion,Sunderland,4.340999999999995,107
3754245,West Bromwich Albion,Sunderland,4.340999999999995,103
3754245,Sunderland,West Bromwich Albion,4.203999999999999,95
3754245,Sunderland,West Bromwich Albion,4.203999999999999,111
3754245,West Bromwich Albion,Sunderland,4.340999999999995,68
3754245,West Bromwich Albion,Sunderland,4.340999999999995,19
3754245,West Bromwich Albion,Sunderland,4.340999999999995,123
3754245,Sunderland,West Bromwich Albion,4.203999999999999,57
3754245,West Bromwich Albion,Sunderland,4.340999999999995,64
3754245,Sunderland,West Bromwich Albion,4.203999999999999,101
3754245,West Bromwich Albion,Sunderland,4.340999999999995,138
3754245,Sunderland,West Bromwich Albion,4.203999999999999,92
3754245,West Bromwich Albion,Sunderland,4.340999999999995,137
3754245,Sunderland,West Bromwich Albion,4.203999999999999,118
3754245,Sunderland,West Bromwich Albion,4.203999999999999,115
3754245,West Bromwich Albion,Sunderland,4.340999999999995,118
3754245,Sunderland,West Bromwich Albion,4.203999999999999,90
3754245,Sunderland,West Bromwich Albion,4.203999999999999,53
3754136,Aston Villa,Newcastle United,5.7329999999999925,119
3754136,Aston Villa,Newcastle United,5.7329999999999925,106
3754136,Aston Villa,Newcastle United,5.7329999999999925,18
3754136,Aston Villa,Newcastle United,5.7329999999999925,90
3754136,Newcastle United,Aston Villa,6.38399999999999,69
3754136,Newcastle United,Aston Villa,6.38399999999999,107
3754136,Newcastle United,Aston Villa,6.38399999999999,66
3754136,Newcastle United,Aston Villa,6.38399999999999,113
3754136,Newcastle United,Aston Villa,6.38399999999999,128
3754136,Aston Villa,Newcastle United,5.7329999999999925,88
3754136,Newcastle United,Aston Villa,6.38399999999999,90
3754136,Aston Villa,Newcastle United,5.7329999999999925,64
3754136,Aston Villa,Newcastle United,5.7329999999999925,126
3754136,Aston Villa,Newcastle United,5.7329999999999925,126
3754136,Aston Villa,Newcastle United,5.7329999999999925,116
3754136,Aston Villa,Newcastle United,5.7329999999999925,116
3754136,Aston Villa,Newcastle United,5.7329999999999925,74
3754136,Newcastle United,Aston Villa,6.38399999999999,118
3754136,Newcastle United,Aston Villa,6.38399999999999,129
3754136,Newcastle United,Aston Villa,6.38399999999999,87
3754136,Newcastle United,Aston Villa,6.38399999999999,19
3754136,Aston Villa,Newcastle United,5.7329999999999925,125
3754136,Newcastle United,Aston Villa,6.38399999999999,128
3754136,Aston Villa,Newcastle United,5.7329999999999925,55
3754136,Newcastle United,Aston Villa,6.38399999999999,105
3754037,Everton,AFC Bournemouth,4.339999999999989,117
3754037,AFC Bournemouth,Everton,3.2839999999999905,91
3754037,AFC Bournemouth,Everton,3.2839999999999905,19
3754037,AFC Bournemouth,Everton,3.2839999999999905,127
3754037,AFC Bournemouth,Everton,3.2839999999999905,87
3754037,Everton,AFC Bournemouth,4.339999999999989,78
3754037,Everton,AFC Bournemouth,4.339999999999989,137
3754037,AFC Bournemouth,Everton,3.2839999999999905,91
3754037,Everton,AFC Bournemouth,4.339999999999989,91
3754037,Everton,AFC Bournemouth,4.339999999999989,81
3754037,AFC Bournemouth,Everton,3.2839999999999905,116
3754037,Everton,AFC Bournemouth,4.339999999999989,98
3754037,AFC Bournemouth,Everton,3.2839999999999905,110
3754037,AFC Bournemouth,Everton,3.2839999999999905,118
3754037,Everton,AFC Bournemouth,4.339999999999989,52
3754037,Everton,AFC Bournemouth,4.339999999999989,107
3754037,Everton,AFC Bournemouth,4.339999999999989,125
3754037,AFC Bournemouth,Everton,3.2839999999999905,95
3754037,AFC Bournemouth,Everton,3.2839999999999905,65
3754037,Everton,AFC Bournemouth,4.339999999999989,19
3754037,Everton,AFC Bournemouth,4.339999999999989,112
3754037,AFC Bournemouth,Everton,3.2839999999999905,81
3754039,Watford,Crystal Palace,6.3669999999999956,107
3754039,Watford,Crystal Palace,6.3669999999999956,91
3754039,Watford,Crystal Palace,6.3669999999999956,92
3754039,Crystal Palace,Watford,4.139999999999992,111
3754039,Watford,Crystal Palace,6.3669999999999956,64
3754039,Crystal Palace,Watford,4.139999999999992,65
3754039,Crystal Palace,Watford,4.139999999999992,126
3754039,Crystal Palace,Watford,4.139999999999992,117
3754039,Watford,Crystal Palace,6.3669999999999956,62
3754039,Watford,Crystal Palace,6.3669999999999956,118
3754039,Watford,Crystal Palace,6.3669999999999956,18
3754039,Crystal Palace,Watford,4.139999999999992,95
3754039,Crystal Palace,Watford,4.139999999999992,113
3754039,Crystal Palace,Watford,4.139999999999992,89
3754039,Crystal Palace,Watford,4.139999999999992,79
3754039,Watford,Crystal Palace,6.3669999999999956,99
3754039,Watford,Crystal Palace,6.3669999999999956,128
3754039,Watford,Crystal Palace,6.3669999999999956,126
3754039,Watford,Crystal Palace,6.3669999999999956,137
3754039,Crystal Palace,Watford,4.139999999999992,86
3754039,Crystal Palace,Watford,4.139999999999992,69
3754039,Watford,Crystal Palace,6.3669999999999956,69
3754039,Watford,Crystal Palace,6.3669999999999956,126
3754039,Watford,Crystal Palace,6.3669999999999956,127
3754039,Watford,Crystal Palace,6.3669999999999956,89
3754039,Watford,Crystal Palace,6.3669999999999956,94
3754039,Crystal Palace,Watford,4.139999999999992,19
3754039,Crystal Palace,Watford,4.139999999999992,122
3754039,Crystal Palace,Watford,4.139999999999992,105
3754039,Crystal Palace,Watford,4.139999999999992,91
3754039,Crystal Palace,Watford,4.139999999999992,113
3754041,Arsenal,Aston Villa,2.7299999999999907,136
3754041,Aston Villa,Arsenal,6.349999999999993,86
3754041,Aston Villa,Arsenal,6.349999999999993,92
3754041,Aston Villa,Arsenal,6.349999999999993,79
3754041,Arsenal,Aston Villa,2.7299999999999907,103
3754041,Arsenal,Aston Villa,2.7299999999999907,69
3754041,Arsenal,Aston Villa,2.7299999999999907,118
3754041,Aston Villa,Arsenal,6.349999999999993,88
3754041,Arsenal,Aston Villa,2.7299999999999907,110
3754041,Arsenal,Aston Villa,2.7299999999999907,129
3754041,Aston Villa,Arsenal,6.349999999999993,55
3754041,Aston Villa,Arsenal,6.349999999999993,125
3754041,Aston Villa,Arsenal,6.349999999999993,95
3754041,Aston Villa,Arsenal,6.349999999999993,75
3754041,Arsenal,Aston Villa,2.7299999999999907,77
3754041,Aston Villa,Arsenal,6.349999999999993,81
3754041,Aston Villa,Arsenal,6.349999999999993,6
3754041,Arsenal,Aston Villa,2.7299999999999907,127
3754041,Arsenal,Aston Villa,2.7299999999999907,151
3754041,Arsenal,Aston Villa,2.7299999999999907,18
3754041,Arsenal,Aston Villa,2.7299999999999907,114
3754041,Aston Villa,Arsenal,6.349999999999993,116
3754041,Aston Villa,Arsenal,6.349999999999993,80
3754042,West Bromwich Albion,Liverpool,2.956999999999989,19
3754042,Liverpool,West Bromwich Albion,4.393999999999996,98
3754042,Liverpool,West Bromwich Albion,4.393999999999996,104
3754042,Liverpool,West Bromwich Albion,4.393999999999996,114
3754042,West Bromwich Albion,Liverpool,2.956999999999989,78
3754042,West Bromwich Albion,Liverpool,2.956999999999989,107
3754042,West Bromwich Albion,Liverpool,2.956999999999989,114
3754042,West Bromwich Albion,Liverpool,2.956999999999989,104
3754042,West Bromwich Albion,Liverpool,2.956999999999989,56
3754042,West Bromwich Albion,Liverpool,2.956999999999989,111
3754042,Liverpool,West Bromwich Albion,4.393999999999996,101
3754042,Liverpool,West Bromwich Albion,4.393999999999996,95
3754042,West Bromwich Albion,Liverpool,2.956999999999989,65
3754042,West Bromwich Albion,Liverpool,2.956999999999989,74
3754042,West Bromwich Albion,Liverpool,2.956999999999989,76
3754042,West Bromwich Albion,Liverpool,2.956999999999989,106
3754042,Liverpool,West Bromwich Albion,4.393999999999996,130
3754042,West Bromwich Albion,Liverpool,2.956999999999989,127
3754042,Liverpool,West Bromwich Albion,4.393999999999996,90
3754042,Liverpool,West Bromwich Albion,4.393999999999996,64
3754042,Liverpool,West Bromwich Albion,4.393999999999996,56
3754042,Liverpool,West Bromwich Albion,4.393999999999996,113
3754042,Liverpool,West Bromwich Albion,4.393999999999996,129
3754042,Liverpool,West Bromwich Albion,4.393999999999996,19
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,95
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,80
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,7
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,113
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,115
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,86
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,114
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,112
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,98
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,79
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,116
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,65
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,125
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,18
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,128
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,63
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,107
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,107
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,123
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,89
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,58
3754043,AFC Bournemouth,Tottenham Hotspur,3.4099999999999895,52
3754043,Tottenham Hotspur,AFC Bournemouth,4.232999999999993,68
3754045,Manchester City,Leicester City,3.385999999999992,110
3754045,Manchester City,Leicester City,3.385999999999992,107
3754045,Leicester City,Manchester City,7.592999999999988,86
3754045,Leicester City,Manchester City,7.592999999999988,91
3754045,Leicester City,Manchester City,7.592999999999988,101
3754045,Leicester City,Manchester City,7.592999999999988,94
3754045,Manchester City,Leicester City,3.385999999999992,113
3754045,Manchester City,Leicester City,3.385999999999992,65
3754045,Manchester City,Leicester City,3.385999999999992,104
3754045,Manchester City,Leicester City,3.385999999999992,103
3754045,Leicester City,Manchester City,7.592999999999988,77
3754045,Leicester City,Manchester City,7.592999999999988,124
3754045,Manchester City,Leicester City,3.385999999999992,19
3754045,Leicester City,Manchester City,7.592999999999988,18
3754045,Manchester City,Leicester City,3.385999999999992,129
3754045,Leicester City,Manchester City,7.592999999999988,99
3754045,Leicester City,Manchester City,7.592999999999988,89
3754045,Leicester City,Manchester City,7.592999999999988,89
3754045,Leicester City,Manchester City,7.592999999999988,118
3754045,Manchester City,Leicester City,3.385999999999992,69
3754045,Manchester City,Leicester City,3.385999999999992,139
3754045,Leicester City,Manchester City,7.592999999999988,116
3754045,Leicester City,Manchester City,7.592999999999988,65
3754045,Manchester City,Leicester City,3.385999999999992,139
3754045,Leicester City,Manchester City,7.592999999999988,68
3754048,Everton,Crystal Palace,8.323999999999991,101
3754048,Everton,Crystal Palace,8.323999999999991,115
3754048,Crystal Palace,Everton,3.8189999999999933,65
3754048,Crystal Palace,Everton,3.8189999999999933,138
3754048,Everton,Crystal Palace,8.323999999999991,90
3754048,Everton,Crystal Palace,8.323999999999991,88
3754048,Everton,Crystal Palace,8.323999999999991,92
3754048,Crystal Palace,Everton,3.8189999999999933,127
3754048,Crystal Palace,Everton,3.8189999999999933,113
3754048,Everton,Crystal Palace,8.323999999999991,7
3754048,Crystal Palace,Everton,3.8189999999999933,106
3754048,Everton,Crystal Palace,8.323999999999991,69
3754048,Everton,Crystal Palace,8.323999999999991,65
3754048,Everton,Crystal Palace,8.323999999999991,87
3754048,Crystal Palace,Everton,3.8189999999999933,103
3754048,Crystal Palace,Everton,3.8189999999999933,101
3754048,Crystal Palace,Everton,3.8189999999999933,98
3754048,Everton,Crystal Palace,8.323999999999991,127
3754048,Everton,Crystal Palace,8.323999999999991,114
3754048,Crystal Palace,Everton,3.8189999999999933,81
3754048,Everton,Crystal Palace,8.323999999999991,119
3754048,Crystal Palace,Everton,3.8189999999999933,19
3754048,Crystal Palace,Everton,3.8189999999999933,126
3754048,Crystal Palace,Everton,3.8189999999999933,141
3754048,Crystal Palace,Everton,3.8189999999999933,102
3754048,Crystal Palace,Everton,3.8189999999999933,137
3754048,Crystal Palace,Everton,3.8189999999999933,102
3754048,Crystal Palace,Everton,3.8189999999999933,104
3754049,Norwich City,Leicester City,5.7909999999999915,89
3754049,Norwich City,Leicester City,5.7909999999999915,126
3754049,Leicester City,Norwich City,3.7119999999999918,86
3754049,Leicester City,Norwich City,3.7119999999999918,107
3754049,Leicester City,Norwich City,3.7119999999999918,104
3754049,Leicester City,Norwich City,3.7119999999999918,103
3754049,Norwich City,Leicester City,5.7909999999999915,119
3754049,Leicester City,Norwich City,3.7119999999999918,163
3754049,Leicester City,Norwich City,3.7119999999999918,139
3754049,Norwich City,Leicester City,5.7909999999999915,18
3754049,Norwich City,Leicester City,5.7909999999999915,92
3754049,Leicester City,Norwich City,3.7119999999999918,31
3754049,Leicester City,Norwich City,3.7119999999999918,111
3754049,Leicester City,Norwich City,3.7119999999999918,108
3754049,Leicester City,Norwich City,3.7119999999999918,144
3754049,Leicester City,Norwich City,3.7119999999999918,90
3754049,Norwich City,Leicester City,5.7909999999999915,133
3754049,Norwich City,Leicester City,5.7909999999999915,129
3754049,Leicester City,Norwich City,3.7119999999999918,126
3754049,Leicester City,Norwich City,3.7119999999999918,129
3754049,Norwich City,Leicester City,5.7909999999999915,85
3754049,Norwich City,Leicester City,5.7909999999999915,99
3754049,Leicester City,Norwich City,3.7119999999999918,65
3754049,Norwich City,Leicester City,5.7909999999999915,55
3754049,Norwich City,Leicester City,5.7909999999999915,39
3754049,Norwich City,Leicester City,5.7909999999999915,81
3754049,Leicester City,Norwich City,3.7119999999999918,126
3754049,Norwich City,Leicester City,5.7909999999999915,112
3754049,Norwich City,Leicester City,5.7909999999999915,63
3754049,Leicester City,Norwich City,3.7119999999999918,69
3754050,Crystal Palace,Sunderland,5.117999999999987,127
3754050,Sunderland,Crystal Palace,4.211999999999994,126
3754050,Sunderland,Crystal Palace,4.211999999999994,115
3754050,Crystal Palace,Sunderland,5.117999999999987,52
3754050,Sunderland,Crystal Palace,4.211999999999994,107
3754050,Sunderland,Crystal Palace,4.211999999999994,101
3754050,Sunderland,Crystal Palace,4.211999999999994,78
3754050,Sunderland,Crystal Palace,4.211999999999994,139
3754050,Sunderland,Crystal Palace,4.211999999999994,137
3754050,Crystal Palace,Sunderland,5.117999999999987,94
3754050,Sunderland,Crystal Palace,4.211999999999994,52
3754050,Crystal Palace,Sunderland,5.117999999999987,115
3754050,Sunderland,Crystal Palace,4.211999999999994,56
